"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval
	"Washington"	"53"	"2008"	"2008"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	43	6562231	0.7	0.6	0.5	0.8
	"Washington"	"53"	"2008"	"2008"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	180	6562231	2.7	2.7	2.3	3.1
	"Washington"	"53"	"2008"	"2008"	"Intentional self-harm by drowning and submersion"	"X71"	10	6562231	Unreliable	Unreliable	0.1	0.3
	"Washington"	"53"	"2008"	"2008"	"Intentional self-harm by handgun discharge"	"X72"	211	6562231	3.2	3.1	2.7	3.6
	"Washington"	"53"	"2008"	"2008"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	104	6562231	1.6	1.5	1.2	1.8
	"Washington"	"53"	"2008"	"2008"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	124	6562231	1.9	1.8	1.5	2.1
	"Washington"	"53"	"2008"	"2008"	"Intentional self-harm by sharp object"	"X78"	16	6562231	Unreliable	Unreliable	0.1	0.4
	"Washington"	"53"	"2008"	"2008"	"Intentional self-harm by jumping from a high place"	"X80"	23	6562231	0.4	0.3	0.2	0.5
"Total"	"Washington"	"53"	"2008"	"2008"			889	6562231	13.5	13.2	12.3	14.0
	"Washington"	"53"	"2009"	"2009"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	26	6667426	0.4	0.4	0.2	0.6
	"Washington"	"53"	"2009"	"2009"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	16	6667426	Unreliable	Unreliable	0.1	0.3
	"Washington"	"53"	"2009"	"2009"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	74	6667426	1.1	1.0	0.8	1.3
	"Washington"	"53"	"2009"	"2009"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	38	6667426	0.6	0.5	0.4	0.7
	"Washington"	"53"	"2009"	"2009"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	200	6667426	3.0	3.0	2.6	3.4
	"Washington"	"53"	"2009"	"2009"	"Intentional self-harm by drowning and submersion"	"X71"	16	6667426	Unreliable	Unreliable	0.1	0.3
	"Washington"	"53"	"2009"	"2009"	"Intentional self-harm by handgun discharge"	"X72"	280	6667426	4.2	4.1	3.6	4.6
	"Washington"	"53"	"2009"	"2009"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	84	6667426	1.3	1.2	1.0	1.5
	"Washington"	"53"	"2009"	"2009"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	106	6667426	1.6	1.6	1.3	1.9
	"Washington"	"53"	"2009"	"2009"	"Intentional self-harm by sharp object"	"X78"	18	6667426	Unreliable	Unreliable	0.1	0.4
	"Washington"	"53"	"2009"	"2009"	"Intentional self-harm by jumping from a high place"	"X80"	31	6667426	0.5	0.4	0.3	0.6
"Total"	"Washington"	"53"	"2009"	"2009"			921	6667426	13.8	13.3	12.5	14.2
	"Washington"	"53"	"2010"	"2010"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	39	6724540	0.6	0.6	0.4	0.8
	"Washington"	"53"	"2010"	"2010"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	16	6724540	Unreliable	Unreliable	0.1	0.3
	"Washington"	"53"	"2010"	"2010"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	105	6724540	1.6	1.5	1.2	1.8
	"Washington"	"53"	"2010"	"2010"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	36	6724540	0.5	0.5	0.4	0.7
	"Washington"	"53"	"2010"	"2010"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	180	6724540	2.7	2.7	2.3	3.1
	"Washington"	"53"	"2010"	"2010"	"Intentional self-harm by drowning and submersion"	"X71"	11	6724540	Unreliable	Unreliable	0.1	0.3
	"Washington"	"53"	"2010"	"2010"	"Intentional self-harm by handgun discharge"	"X72"	235	6724540	3.5	3.4	3.0	3.9
	"Washington"	"53"	"2010"	"2010"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	97	6724540	1.4	1.4	1.1	1.7
	"Washington"	"53"	"2010"	"2010"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	132	6724540	2.0	1.9	1.6	2.2
	"Washington"	"53"	"2010"	"2010"	"Intentional self-harm by sharp object"	"X78"	25	6724540	0.4	0.4	0.2	0.5
	"Washington"	"53"	"2010"	"2010"	"Intentional self-harm by jumping from a high place"	"X80"	37	6724540	0.6	0.6	0.4	0.8
	"Washington"	"53"	"2010"	"2010"	"Intentional self-harm by jumping or lying before moving object"	"X81"	11	6724540	Unreliable	Unreliable	0.1	0.3
"Total"	"Washington"	"53"	"2010"	"2010"			957	6724540	14.2	13.9	13.0	14.8
	"Washington"	"53"	"2011"	"2011"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	37	6830038	0.5	0.5	0.4	0.7
	"Washington"	"53"	"2011"	"2011"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	24	6830038	0.4	0.3	0.2	0.5
	"Washington"	"53"	"2011"	"2011"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	98	6830038	1.4	1.3	1.1	1.6
	"Washington"	"53"	"2011"	"2011"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	39	6830038	0.6	0.5	0.4	0.7
	"Washington"	"53"	"2011"	"2011"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	220	6830038	3.2	3.2	2.7	3.6
	"Washington"	"53"	"2011"	"2011"	"Intentional self-harm by drowning and submersion"	"X71"	14	6830038	Unreliable	Unreliable	0.1	0.3
	"Washington"	"53"	"2011"	"2011"	"Intentional self-harm by handgun discharge"	"X72"	249	6830038	3.6	3.5	3.0	3.9
	"Washington"	"53"	"2011"	"2011"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	93	6830038	1.4	1.3	1.0	1.6
	"Washington"	"53"	"2011"	"2011"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	153	6830038	2.2	2.1	1.8	2.5
	"Washington"	"53"	"2011"	"2011"	"Intentional self-harm by sharp object"	"X78"	21	6830038	0.3	0.3	0.2	0.5
	"Washington"	"53"	"2011"	"2011"	"Intentional self-harm by jumping from a high place"	"X80"	33	6830038	0.5	0.4	0.3	0.6
	"Washington"	"53"	"2011"	"2011"	"Intentional self-harm by jumping or lying before moving object"	"X81"	10	6830038	Unreliable	Unreliable	0.1	0.2
"Total"	"Washington"	"53"	"2011"	"2011"			1021	6830038	14.9	14.3	13.4	15.2
	"Washington"	"53"	"2012"	"2012"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	35	6897012	0.5	0.4	0.3	0.6
	"Washington"	"53"	"2012"	"2012"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	30	6897012	0.4	0.4	0.3	0.6
	"Washington"	"53"	"2012"	"2012"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	86	6897012	1.2	1.2	0.9	1.5
	"Washington"	"53"	"2012"	"2012"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	29	6897012	0.4	0.4	0.3	0.6
	"Washington"	"53"	"2012"	"2012"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	228	6897012	3.3	3.3	2.8	3.7
	"Washington"	"53"	"2012"	"2012"	"Intentional self-harm by drowning and submersion"	"X71"	11	6897012	Unreliable	Unreliable	0.1	0.3
	"Washington"	"53"	"2012"	"2012"	"Intentional self-harm by handgun discharge"	"X72"	289	6897012	4.2	4.0	3.5	4.5
	"Washington"	"53"	"2012"	"2012"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	102	6897012	1.5	1.4	1.1	1.7
	"Washington"	"53"	"2012"	"2012"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	138	6897012	2.0	1.9	1.6	2.3
	"Washington"	"53"	"2012"	"2012"	"Intentional self-harm by sharp object"	"X78"	17	6897012	Unreliable	Unreliable	0.1	0.4
	"Washington"	"53"	"2012"	"2012"	"Intentional self-harm by jumping from a high place"	"X80"	43	6897012	0.6	0.6	0.4	0.8
"Total"	"Washington"	"53"	"2012"	"2012"			1038	6897012	15.0	14.5	13.6	15.4
	"Washington"	"53"	"2013"	"2013"	"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X60"	10	6971406	Unreliable	Unreliable	0.1	0.2
	"Washington"	"53"	"2013"	"2013"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	34	6971406	0.5	0.4	0.3	0.6
	"Washington"	"53"	"2013"	"2013"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	25	6971406	0.4	0.3	0.2	0.5
	"Washington"	"53"	"2013"	"2013"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	72	6971406	1.0	0.9	0.7	1.2
	"Washington"	"53"	"2013"	"2013"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	39	6971406	0.6	0.5	0.4	0.8
	"Washington"	"53"	"2013"	"2013"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	266	6971406	3.8	3.8	3.3	4.2
	"Washington"	"53"	"2013"	"2013"	"Intentional self-harm by handgun discharge"	"X72"	258	6971406	3.7	3.4	3.0	3.9
	"Washington"	"53"	"2013"	"2013"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	95	6971406	1.4	1.3	1.1	1.6
	"Washington"	"53"	"2013"	"2013"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	130	6971406	1.9	1.8	1.5	2.1
	"Washington"	"53"	"2013"	"2013"	"Intentional self-harm by sharp object"	"X78"	24	6971406	0.3	0.3	0.2	0.5
	"Washington"	"53"	"2013"	"2013"	"Intentional self-harm by jumping from a high place"	"X80"	32	6971406	0.5	0.4	0.3	0.6
	"Washington"	"53"	"2013"	"2013"	"Intentional self-harm by jumping or lying before moving object"	"X81"	11	6971406	Unreliable	Unreliable	0.1	0.3
"Total"	"Washington"	"53"	"2013"	"2013"			1027	6971406	14.7	14.0	13.2	14.9
	"Washington"	"53"	"2014"	"2014"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	36	7061530	0.5	0.5	0.4	0.7
	"Washington"	"53"	"2014"	"2014"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	24	7061530	0.3	0.3	0.2	0.4
	"Washington"	"53"	"2014"	"2014"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	97	7061530	1.4	1.2	1.0	1.5
	"Washington"	"53"	"2014"	"2014"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	40	7061530	0.6	0.5	0.4	0.7
	"Washington"	"53"	"2014"	"2014"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	259	7061530	3.7	3.7	3.2	4.1
	"Washington"	"53"	"2014"	"2014"	"Intentional self-harm by drowning and submersion"	"X71"	19	7061530	Unreliable	Unreliable	0.1	0.4
	"Washington"	"53"	"2014"	"2014"	"Intentional self-harm by handgun discharge"	"X72"	346	7061530	4.9	4.7	4.2	5.2
	"Washington"	"53"	"2014"	"2014"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	101	7061530	1.4	1.4	1.1	1.6
	"Washington"	"53"	"2014"	"2014"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	104	7061530	1.5	1.5	1.2	1.7
	"Washington"	"53"	"2014"	"2014"	"Intentional self-harm by sharp object"	"X78"	24	7061530	0.3	0.3	0.2	0.5
	"Washington"	"53"	"2014"	"2014"	"Intentional self-harm by jumping from a high place"	"X80"	38	7061530	0.5	0.5	0.4	0.7
"Total"	"Washington"	"53"	"2014"	"2014"			1119	7061530	15.8	15.2	14.3	16.1
	"Washington"	"53"	"2015"	"2015"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	36	7170351	0.5	0.5	0.3	0.7
	"Washington"	"53"	"2015"	"2015"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	14	7170351	Unreliable	Unreliable	0.1	0.3
	"Washington"	"53"	"2015"	"2015"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	100	7170351	1.4	1.3	1.0	1.5
	"Washington"	"53"	"2015"	"2015"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	40	7170351	0.6	0.5	0.4	0.7
	"Washington"	"53"	"2015"	"2015"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	291	7170351	4.1	4.1	3.6	4.6
	"Washington"	"53"	"2015"	"2015"	"Intentional self-harm by drowning and submersion"	"X71"	11	7170351	Unreliable	Unreliable	0.1	0.2
	"Washington"	"53"	"2015"	"2015"	"Intentional self-harm by handgun discharge"	"X72"	365	7170351	5.1	4.9	4.4	5.4
	"Washington"	"53"	"2015"	"2015"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	82	7170351	1.1	1.1	0.9	1.4
	"Washington"	"53"	"2015"	"2015"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	90	7170351	1.3	1.2	1.0	1.5
	"Washington"	"53"	"2015"	"2015"	"Intentional self-harm by sharp object"	"X78"	30	7170351	0.4	0.4	0.3	0.6
	"Washington"	"53"	"2015"	"2015"	"Intentional self-harm by jumping from a high place"	"X80"	31	7170351	0.4	0.4	0.3	0.6
"Total"	"Washington"	"53"	"2015"	"2015"			1137	7170351	15.9	15.4	14.5	16.3
	"Washington"	"53"	"2016"	"2016"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	45	7288000	0.6	0.6	0.4	0.8
	"Washington"	"53"	"2016"	"2016"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	22	7288000	0.3	0.3	0.2	0.4
	"Washington"	"53"	"2016"	"2016"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	87	7288000	1.2	1.1	0.9	1.3
	"Washington"	"53"	"2016"	"2016"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	51	7288000	0.7	0.6	0.5	0.8
	"Washington"	"53"	"2016"	"2016"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	291	7288000	4.0	4.0	3.5	4.5
	"Washington"	"53"	"2016"	"2016"	"Intentional self-harm by drowning and submersion"	"X71"	25	7288000	0.3	0.3	0.2	0.5
	"Washington"	"53"	"2016"	"2016"	"Intentional self-harm by handgun discharge"	"X72"	357	7288000	4.9	4.6	4.1	5.0
	"Washington"	"53"	"2016"	"2016"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	87	7288000	1.2	1.2	0.9	1.4
	"Washington"	"53"	"2016"	"2016"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	71	7288000	1.0	0.9	0.7	1.2
	"Washington"	"53"	"2016"	"2016"	"Intentional self-harm by sharp object"	"X78"	29	7288000	0.4	0.4	0.2	0.5
	"Washington"	"53"	"2016"	"2016"	"Intentional self-harm by jumping from a high place"	"X80"	41	7288000	0.6	0.5	0.4	0.7
"Total"	"Washington"	"53"	"2016"	"2016"			1141	7288000	15.7	14.9	14.0	15.8
	"Washington"	"53"	"2017"	"2017"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	30	7405743	0.4	0.4	0.2	0.5
	"Washington"	"53"	"2017"	"2017"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	24	7405743	0.3	0.3	0.2	0.4
	"Washington"	"53"	"2017"	"2017"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	75	7405743	1.0	0.9	0.7	1.2
	"Washington"	"53"	"2017"	"2017"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	50	7405743	0.7	0.6	0.5	0.8
	"Washington"	"53"	"2017"	"2017"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	354	7405743	4.8	4.8	4.3	5.4
	"Washington"	"53"	"2017"	"2017"	"Intentional self-harm by drowning and submersion"	"X71"	18	7405743	Unreliable	Unreliable	0.1	0.4
	"Washington"	"53"	"2017"	"2017"	"Intentional self-harm by handgun discharge"	"X72"	405	7405743	5.5	5.2	4.7	5.7
	"Washington"	"53"	"2017"	"2017"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	107	7405743	1.4	1.4	1.1	1.7
	"Washington"	"53"	"2017"	"2017"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	127	7405743	1.7	1.6	1.3	1.9
	"Washington"	"53"	"2017"	"2017"	"Intentional self-harm by sharp object"	"X78"	25	7405743	0.3	0.3	0.2	0.4
	"Washington"	"53"	"2017"	"2017"	"Intentional self-harm by jumping from a high place"	"X80"	46	7405743	0.6	0.6	0.5	0.8
	"Washington"	"53"	"2017"	"2017"	"Intentional self-harm by jumping or lying before moving object"	"X81"	14	7405743	Unreliable	Unreliable	0.1	0.3
"Total"	"Washington"	"53"	"2017"	"2017"			1297	7405743	17.5	16.9	16.0	17.8
	"Washington"	"53"	"2018"	"2018"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	29	7535591	0.4	0.4	0.3	0.5
	"Washington"	"53"	"2018"	"2018"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	18	7535591	Unreliable	Unreliable	0.1	0.3
	"Washington"	"53"	"2018"	"2018"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	79	7535591	1.0	0.9	0.7	1.2
	"Washington"	"53"	"2018"	"2018"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	45	7535591	0.6	0.5	0.4	0.7
	"Washington"	"53"	"2018"	"2018"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	322	7535591	4.3	4.3	3.9	4.8
	"Washington"	"53"	"2018"	"2018"	"Intentional self-harm by drowning and submersion"	"X71"	27	7535591	0.4	0.3	0.2	0.5
	"Washington"	"53"	"2018"	"2018"	"Intentional self-harm by handgun discharge"	"X72"	367	7535591	4.9	4.6	4.1	5.1
	"Washington"	"53"	"2018"	"2018"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	96	7535591	1.3	1.2	1.0	1.5
	"Washington"	"53"	"2018"	"2018"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	136	7535591	1.8	1.7	1.4	1.9
	"Washington"	"53"	"2018"	"2018"	"Intentional self-harm by sharp object"	"X78"	34	7535591	0.5	0.4	0.3	0.6
	"Washington"	"53"	"2018"	"2018"	"Intentional self-harm by jumping from a high place"	"X80"	53	7535591	0.7	0.7	0.5	0.9
	"Washington"	"53"	"2018"	"2018"	"Intentional self-harm by jumping or lying before moving object"	"X81"	18	7535591	Unreliable	Unreliable	0.1	0.4
"Total"	"Washington"	"53"	"2018"	"2018"			1252	7535591	16.6	15.9	15.0	16.8
"Total"	"Washington"	"53"					18994	132261029	14.4	14.0	13.8	14.2
	"West Virginia"	"54"	"1999"	"1999"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	26	1811799	1.4	1.5	1.0	2.2
	"West Virginia"	"54"	"1999"	"1999"	"Intentional self-harm by handgun discharge"	"X72"	18	1811799	Unreliable	Unreliable	0.5	1.4
	"West Virginia"	"54"	"1999"	"1999"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	23	1811799	1.3	1.2	0.8	1.8
	"West Virginia"	"54"	"1999"	"1999"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	128	1811799	7.1	6.7	5.5	7.8
"Total"	"West Virginia"	"54"	"1999"	"1999"			229	1811799	12.6	12.1	10.6	13.7
	"West Virginia"	"54"	"2000"	"2000"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	10	1808344	Unreliable	Unreliable	0.3	1.0
	"West Virginia"	"54"	"2000"	"2000"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	27	1808344	1.5	1.5	1.0	2.2
	"West Virginia"	"54"	"2000"	"2000"	"Intentional self-harm by handgun discharge"	"X72"	15	1808344	Unreliable	Unreliable	0.5	1.3
	"West Virginia"	"54"	"2000"	"2000"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	27	1808344	1.5	1.4	0.9	2.1
	"West Virginia"	"54"	"2000"	"2000"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	131	1808344	7.2	7.0	5.8	8.2
"Total"	"West Virginia"	"54"	"2000"	"2000"			245	1808344	13.5	13.2	11.5	14.8
	"West Virginia"	"54"	"2001"	"2001"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	21	1801481	1.2	1.1	0.7	1.7
	"West Virginia"	"54"	"2001"	"2001"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	31	1801481	1.7	1.7	1.2	2.4
	"West Virginia"	"54"	"2001"	"2001"	"Intentional self-harm by handgun discharge"	"X72"	29	1801481	1.6	1.5	1.0	2.2
	"West Virginia"	"54"	"2001"	"2001"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	30	1801481	1.7	1.6	1.0	2.2
	"West Virginia"	"54"	"2001"	"2001"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	136	1801481	7.5	7.0	5.8	8.2
"Total"	"West Virginia"	"54"	"2001"	"2001"			286	1801481	15.9	15.0	13.3	16.8
	"West Virginia"	"54"	"2002"	"2002"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	11	1805414	Unreliable	Unreliable	0.3	1.1
	"West Virginia"	"54"	"2002"	"2002"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	40	1805414	2.2	2.3	1.6	3.1
	"West Virginia"	"54"	"2002"	"2002"	"Intentional self-harm by handgun discharge"	"X72"	23	1805414	1.3	1.2	0.7	1.8
	"West Virginia"	"54"	"2002"	"2002"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	35	1805414	1.9	1.9	1.3	2.6
	"West Virginia"	"54"	"2002"	"2002"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	130	1805414	7.2	6.9	5.7	8.1
"Total"	"West Virginia"	"54"	"2002"	"2002"			276	1805414	15.3	14.9	13.1	16.6
	"West Virginia"	"54"	"2003"	"2003"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	39	1812295	2.2	2.2	1.6	3.0
	"West Virginia"	"54"	"2003"	"2003"	"Intentional self-harm by handgun discharge"	"X72"	17	1812295	Unreliable	Unreliable	0.5	1.4
	"West Virginia"	"54"	"2003"	"2003"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	36	1812295	2.0	1.9	1.3	2.6
	"West Virginia"	"54"	"2003"	"2003"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	138	1812295	7.6	7.1	5.9	8.3
"Total"	"West Virginia"	"54"	"2003"	"2003"			266	1812295	14.7	14.0	12.3	15.7
	"West Virginia"	"54"	"2004"	"2004"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	23	1816438	1.3	1.3	0.8	1.9
	"West Virginia"	"54"	"2004"	"2004"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	39	1816438	2.1	2.2	1.6	3.1
	"West Virginia"	"54"	"2004"	"2004"	"Intentional self-harm by handgun discharge"	"X72"	33	1816438	1.8	1.7	1.2	2.5
	"West Virginia"	"54"	"2004"	"2004"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	37	1816438	2.0	2.1	1.5	2.9
	"West Virginia"	"54"	"2004"	"2004"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	122	1816438	6.7	6.4	5.2	7.5
"Total"	"West Virginia"	"54"	"2004"	"2004"			285	1816438	15.7	15.4	13.6	17.2
	"West Virginia"	"54"	"2005"	"2005"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	34	1820492	1.9	1.8	1.3	2.6
	"West Virginia"	"54"	"2005"	"2005"	"Intentional self-harm by handgun discharge"	"X72"	48	1820492	2.6	2.5	1.8	3.3
	"West Virginia"	"54"	"2005"	"2005"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	32	1820492	1.8	1.7	1.1	2.4
	"West Virginia"	"54"	"2005"	"2005"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	108	1820492	5.9	5.4	4.4	6.5
"Total"	"West Virginia"	"54"	"2005"	"2005"			255	1820492	14.0	13.2	11.6	14.9
	"West Virginia"	"54"	"2006"	"2006"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	16	1827912	Unreliable	Unreliable	0.5	1.3
	"West Virginia"	"54"	"2006"	"2006"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	43	1827912	2.4	2.4	1.8	3.3
	"West Virginia"	"54"	"2006"	"2006"	"Intentional self-harm by handgun discharge"	"X72"	37	1827912	2.0	1.9	1.3	2.6
	"West Virginia"	"54"	"2006"	"2006"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	42	1827912	2.3	2.3	1.7	3.1
	"West Virginia"	"54"	"2006"	"2006"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	100	1827912	5.5	4.9	3.9	5.9
"Total"	"West Virginia"	"54"	"2006"	"2006"			269	1827912	14.7	14.0	12.3	15.7
	"West Virginia"	"54"	"2007"	"2007"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	19	1834052	Unreliable	Unreliable	0.5	1.4
	"West Virginia"	"54"	"2007"	"2007"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	50	1834052	2.7	2.8	2.1	3.7
	"West Virginia"	"54"	"2007"	"2007"	"Intentional self-harm by handgun discharge"	"X72"	55	1834052	3.0	2.9	2.1	3.7
	"West Virginia"	"54"	"2007"	"2007"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	46	1834052	2.5	2.3	1.7	3.1
	"West Virginia"	"54"	"2007"	"2007"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	104	1834052	5.7	5.4	4.4	6.5
"Total"	"West Virginia"	"54"	"2007"	"2007"			300	1834052	16.4	15.7	13.9	17.5
	"West Virginia"	"54"	"2008"	"2008"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	16	1840310	Unreliable	Unreliable	0.5	1.4
